序号,学校代号,学校名称,专业代号,专业名称,计划数,分数线,位次
4009,4352,湖南中医药大学,4,药物制剂,1,596,51488
4010,4352,湖南中医药大学,5,生物工程,1,596,50969
4011,4352,湖南中医药大学,9,中药学,2,605,42250
4012,4352,湖南中医药大学,10,食品科学与工程,1,604,42602
4013,4352,湖南中医药大学,11,口腔医学,2,629,21166
4014,4352,湖南中医药大学,12,制药工程,1,595,52421
4015,4352,湖南中医药大学,14,药学,3,594,0
4016,4352,湖南中医药大学,15,医学影像学,4,610,36700
4017,4352,湖南中医药大学,16,临床医学,5,617,30417
4018,4352,湖南中医药大学,17,医学检验技术,2,601,45855
4019,4352,湖南中医药大学,19,应用心理学,1,601,46123
4020,4352,湖南中医药大学,24,中西医临床医学,5,617,30936
4021,4352,湖南中医药大学,25,针灸推拿学,4,606,40438
4022,4352,湖南中医药大学,26,中医学(卓越1班，5+3一体化),3,630,20115
4023,4352,湖南中医药大学,27,中医学,4,623,25606
4024,4356,吉首大学,13,临床医学,2,610,36880
4025,4358,南华大学,12,化工与制药类,4,594,0
4026,4358,南华大学,16,电子商务,2,594,0
4027,4358,南华大学,17,外国语言文学类,6,594,0
4028,4358,南华大学,19,药学,4,594,0
4029,4358,南华大学,20,预防医学,2,601,46084
4030,4358,南华大学,21,临床医学类,3,620,28169
4031,4362,湘潭大学,1,金融学,3,608,38500
4032,4362,湘潭大学,2,法学,3,640,13865
4033,4362,湘潭大学,3,经济学,3,615,32087
4034,4362,湘潭大学,4,法学(卓越班),2,644,11597
4035,4362,湘潭大学,5,知识产权,2,631,19648
4036,4362,湘潭大学,6,汉语国际教育,3,615,32064
4037,4362,湘潭大学,7,西班牙语,2,613,34345
4038,4362,湘潭大学,8,信用风险管理与法律防控,4,603,43941
4039,4362,湘潭大学,9,汉语言文学,3,623,25204
4040,4362,湘潭大学,10,日语,2,612,35278
4041,4362,湘潭大学,11,广告学,3,613,34509
4042,4362,湘潭大学,12,历史学,3,622,26838
4043,4362,湘潭大学,13,数学类,4,617,30885
4044,4362,湘潭大学,14,物理学,4,614,33128
4045,4362,湘潭大学,15,机械设计制造及其自动化,4,601,45647
4046,4362,湘潭大学,16,土木工程,4,595,51741
4047,4362,湘潭大学,17,化学工程与工艺,3,602,45113
4048,4362,湘潭大学,18,工商管理,3,608,38642
4049,4362,湘潭大学,19,数据科学与大数据技术,3,607,39646
4050,4362,湘潭大学,20,软件工程,4,608,38481
4051,4362,湘潭大学,21,文化产业管理,2,608,39024
4052,4362,湘潭大学,22,会计学(ACCA班),4,609,37473
4053,4362,湘潭大学,23,工业设计,3,597,50347
4054,4362,湘潭大学,24,材料类(师昌绪班),2,611,36090
4055,4362,湘潭大学,25,机械设计制造及其自动化(中外合作办学),5,594,0
4056,4362,湘潭大学,26,高分子材料与工程,3,604,42478
4057,4362,湘潭大学,27,材料科学与工程,3,597,50278
4058,4362,湘潭大学,28,材料化学,4,603,43319
4059,4362,湘潭大学,29,新能源材料与器件,3,595,51715
4060,4362,湘潭大学,30,电子信息工程,4,606,41075
4061,4362,湘潭大学,31,能源动力类,4,594,0
4062,4362,湘潭大学,32,计算机科学与技术,4,613,34299
4063,4362,湘潭大学,33,微电子科学与工程,3,601,46072
4064,4362,湘潭大学,34,通信工程,5,603,43498
4065,4365,中南大学(一流大学建设高校),1,临床医学,2,675,1638
4066,4365,中南大学(一流大学建设高校),2,公共卫生与预防医学类,4,651,8475
4067,4365,中南大学(一流大学建设高校),3,金融学类(经济管理类),10,655,6968
4068,4365,中南大学(一流大学建设高校),4,法学类,7,657,6027
4069,4365,中南大学(一流大学建设高校),5,建筑类(建筑城规类),2,655,6830
4070,4365,中南大学(一流大学建设高校),6,中国语言文学类,10,653,7534
4071,4365,中南大学(一流大学建设高校),7,自动化类(自动化与电气类),20,648,9991
4072,4365,中南大学(一流大学建设高校),8,电子信息类,4,652,8022
4073,4365,中南大学(一流大学建设高校),9,软件工程,8,651,8426
4074,4365,中南大学(一流大学建设高校),10,航空航天类,2,648,9731
4075,4365,中南大学(一流大学建设高校),11,医学技术类,4,650,8977
4076,4365,中南大学(一流大学建设高校),12,计算机类(计算机信息类),16,652,7913
4077,4365,中南大学(一流大学建设高校),13,口腔医学(5+3一体化),2,667,3147
4078,4365,中南大学(一流大学建设高校),14,临床医学类,12,661,4901
4079,4365,中南大学(一流大学建设高校),15,能源动力类(能源类),8,645,11042
4080,4365,中南大学(一流大学建设高校),16,土木类(土木安全类),19,644,11531
4081,4365,中南大学(一流大学建设高校),17,材料类(冶金材料类),20,642,12776
4082,4365,中南大学(一流大学建设高校),18,机械类,10,647,10353
4083,4365,中南大学(一流大学建设高校),19,外国语言文学类,12,653,7795
4084,4365,中南大学(一流大学建设高校),20,化工与制药类(化学生物环境类),6,649,9441
4085,4365,中南大学(一流大学建设高校),21,数学类(数学物理类),12,651,8348
4086,4366,中南林业科技大学,4,法语,2,599,48077
4087,4366,中南林业科技大学,5,英语,2,594,0
4088,4366,中南林业科技大学,8,会计学(ACCA卓越班),2,607,39531
4089,4366,中南林业科技大学,9,金融学类,2,594,53502
4090,4366,中南林业科技大学,10,农林经济管理,2,594,0
4091,4366,中南林业科技大学,12,风景园林,2,605,42149
4092,4402,北京师范大学-香港浸会大学联合国际学院(内地与港澳台地区合作办学),1,数学与应用数学(中外合作办学),2,633,18221
4093,4402,北京师范大学-香港浸会大学联合国际学院(内地与港澳台地区合作办学),2,金融数学(中外合作办学),2,600,46573
4094,4402,北京师范大学-香港浸会大学联合国际学院(内地与港澳台地区合作办学),3,经济学(中外合作办学),2,611,36147
4095,4402,北京师范大学-香港浸会大学联合国际学院(内地与港澳台地区合作办学),5,会计学(中外合作办学),4,598,48733
4096,4402,北京师范大学-香港浸会大学联合国际学院(内地与港澳台地区合作办学),6,社会学(中外合作办学),2,601,45764
4097,4402,北京师范大学-香港浸会大学联合国际学院(内地与港澳台地区合作办学),7,应用心理学(中外合作办学),3,622,26359
4098,4402,北京师范大学-香港浸会大学联合国际学院(内地与港澳台地区合作办学),8,外国语言文学类(中外合作办学),4,597,50342
4099,4402,北京师范大学-香港浸会大学联合国际学院(内地与港澳台地区合作办学),9,环境科学(中外合作办学),2,596,51459
4100,4402,北京师范大学-香港浸会大学联合国际学院(内地与港澳台地区合作办学),10,新闻传播学类(中外合作办学),3,607,40181
4101,4402,北京师范大学-香港浸会大学联合国际学院(内地与港澳台地区合作办学),11,工商管理类(中外合作办学),4,596,51344
4102,4408,广东金融学院,1,财政学,1,600,46767
4103,4408,广东金融学院,2,金融学,2,602,44948
4104,4408,广东金融学院,3,信用管理,1,601,46166
4105,4408,广东金融学院,4,会计学,1,607,39880
4106,4408,广东金融学院,5,审计学,1,605,42207
4107,4408,广东金融学院,6,金融工程,1,599,47651
4108,4412,广东外语外贸大学,1,工商管理类,1,645,11451
4109,4412,广东外语外贸大学,2,金融学类,1,642,12604
4110,4412,广东外语外贸大学,3,法学,5,642,12768
4111,4412,广东外语外贸大学,4,新闻传播学类,2,644,11971
4112,4412,广东外语外贸大学,5,应用心理学,1,638,14883
4113,4412,广东外语外贸大学,6,社会工作,3,633,18420
4114,4412,广东外语外贸大学,7,行政管理,2,634,17794
4115,4412,广东外语外贸大学,8,计算机类,9,613,34109
4116,4412,广东外语外贸大学,9,中国语言文学类,4,641,13599
4117,4412,广东外语外贸大学,10,印度尼西亚语,1,643,12556
4118,4412,广东外语外贸大学,11,电子商务,2,634,17815
4119,4412,广东外语外贸大学,12,经济学,1,644,11863
4120,4412,广东外语外贸大学,13,朝鲜语,1,644,11918
4121,4412,广东外语外贸大学,14,葡萄牙语,1,649,9504
4122,4412,广东外语外贸大学,15,德语,1,649,9182
4123,4412,广东外语外贸大学,16,西班牙语,1,650,8945
4124,4412,广东外语外贸大学,17,商务英语,1,651,8662
4125,4412,广东外语外贸大学,18,英语,4,647,10126
4126,4414,广东药科大学,1,生物工程类,6,594,0
4127,4414,广东药科大学,2,预防医学,6,598,49432
4128,4414,广东药科大学,3,中药学类,6,597,49960
4129,4414,广东药科大学,4,海洋药学,6,594,53005
4130,4414,广东药科大学,5,药学类,6,607,39999
4131,4414,广东药科大学,6,临床医学,6,620,28418
4132,4419,广州美术学院,1,建筑学,3,604,42694
4133,4419,广州美术学院,2,风景园林,1,603,43787
4134,4419,广州美术学院,3,工业设计,2,608,38683
4135,4422,广州医科大学,1,医学技术类,4,609,38140
4136,4422,广州医科大学,2,公共事业管理,5,594,0
4137,4422,广州医科大学,3,临床医学,4,641,13388
4138,4423,广州中医药大学(一流学科建设高校),1,药学类,3,628,21886
4139,4423,广州中医药大学(一流学科建设高校),2,中药学类,3,628,21607
4140,4423,广州中医药大学(一流学科建设高校),3,医学信息工程,2,610,36905
4141,4423,广州中医药大学(一流学科建设高校),4,国际经济与贸易,2,621,27503
4142,4423,广州中医药大学(一流学科建设高校),5,公共事业管理,2,611,35632
4143,4423,广州中医药大学(一流学科建设高校),6,英语,2,616,31143
4144,4423,广州中医药大学(一流学科建设高校),7,护理学,2,612,34635
4145,4423,广州中医药大学(一流学科建设高校),8,中西医临床医学,1,646,10838
4146,4423,广州中医药大学(一流学科建设高校),9,中医学(5+3一体化),2,652,8218
4147,4423,广州中医药大学(一流学科建设高校),10,中医学,3,646,10647
4148,4423,广州中医药大学(一流学科建设高校),11,临床医学,1,644,11744
4149,4423,广州中医药大学(一流学科建设高校),12,康复治疗学,2,628,22074
4150,4423,广州中医药大学(一流学科建设高校),13,针灸推拿学,1,643,12497
4151,4423,广州中医药大学(一流学科建设高校),14,生物技术,1,627,22244
4152,4423,广州中医药大学(一流学科建设高校),15,应用心理学,1,642,13054
4153,4424,华南理工大学(一流大学建设高校),1,机械类(创新班),1,656,6541
4154,4424,华南理工大学(一流大学建设高校),2,电子商务类,1,657,6218
4155,4424,华南理工大学(一流大学建设高校),3,临床医学,2,660,5157
4156,4424,华南理工大学(一流大学建设高校),4,软件工程(卓越班),2,657,6208
4157,4424,华南理工大学(一流大学建设高校),5,软件工程,2,656,6513
4158,4424,华南理工大学(一流大学建设高校),6,工业设计,1,658,5685
4159,4424,华南理工大学(一流大学建设高校),7,电气类,2,654,7186
4160,4424,华南理工大学(一流大学建设高校),8,电气工程及其自动化(卓越班),1,657,5982
4161,4424,华南理工大学(一流大学建设高校),9,信息工程,2,655,6864
4162,4424,华南理工大学(一流大学建设高校),10,自动化类,2,654,7093
4163,4424,华南理工大学(一流大学建设高校),11,计算机类,2,656,6419
4164,4424,华南理工大学(一流大学建设高校),12,环境科学与工程类,1,656,6376
4165,4424,华南理工大学(一流大学建设高校),13,食品科学与工程类,2,654,7181
4166,4424,华南理工大学(一流大学建设高校),14,物理学类,2,654,7263
4167,4424,华南理工大学(一流大学建设高校),15,数学类,2,655,6676
4168,4424,华南理工大学(一流大学建设高校),16,会计学,1,660,5221
4169,4424,华南理工大学(一流大学建设高校),17,建筑学,1,661,4664
4170,4424,华南理工大学(一流大学建设高校),18,城乡规划,1,655,6938
4171,4424,华南理工大学(一流大学建设高校),19,工商管理类,3,658,5842
4172,4424,华南理工大学(一流大学建设高校),20,新闻传播学类,2,658,5716
4173,4424,华南理工大学(一流大学建设高校),21,日语,2,652,7842
4174,4424,华南理工大学(一流大学建设高校),22,商务英语,2,654,7341
4175,4424,华南理工大学(一流大学建设高校),23,行政管理,2,658,5942
4176,4424,华南理工大学(一流大学建设高校),24,生物科学类,1,656,6290
4177,4424,华南理工大学(一流大学建设高校),25,机械类,3,653,7741
4178,4424,华南理工大学(一流大学建设高校),26,经济学类,2,658,5933
4179,4424,华南理工大学(一流大学建设高校),27,工程力学(创新班),1,653,7508
4180,4424,华南理工大学(一流大学建设高校),28,生物医学工程,2,655,6865
4181,4425,华南农业大学,1,材料科学与工程,1,614,33153
4182,4425,华南农业大学,2,包装工程,1,606,40826
4183,4425,华南农业大学,3,园艺(中外合作办学),2,594,0
4184,4425,华南农业大学,4,动物科学,3,605,41849
4185,4425,华南农业大学,5,动物药学,1,619,28763
4186,4425,华南农业大学,6,动物医学,1,619,29291
4187,4425,华南农业大学,7,电气工程及其自动化,7,611,35938
4188,4425,华南农业大学,8,电子信息工程,10,615,32383
4189,4425,华南农业大学,9,车辆工程,4,599,47688
4190,4425,华南农业大学,10,地理信息科学,1,620,27694
4191,4425,华南农业大学,11,草业科学,1,603,44118
4192,4425,华南农业大学,12,茶学,2,607,39391
4193,4425,华南农业大学,13,蚕学,1,603,43360
4194,4425,华南农业大学,14,林学,1,609,37538
4195,4425,华南农业大学,15,金融学,1,628,21726
4196,4425,华南农业大学,16,历史学,1,622,26300
4197,4425,华南农业大学,17,旅游管理,1,625,23763
4198,4425,华南农业大学,18,木材科学与工程,1,602,44362
4199,4425,华南农业大学,19,农林经济管理,1,620,28480
4200,4425,华南农业大学,20,汉语言文学,1,632,19270
4201,4425,华南农业大学,21,公共管理类,1,626,23064
4202,4425,华南农业大学,22,法学,1,637,15725
4203,4425,华南农业大学,23,房地产开发与管理,1,600,46715
4204,4425,华南农业大学,24,工商管理类,1,630,20466
4205,4425,华南农业大学,25,设施农业科学与工程,1,609,38180
4206,4425,华南农业大学,26,农学,2,615,32689
4207,4425,华南农业大学,27,生态学,1,617,30320
4208,4425,华南农业大学,28,社会工作,1,619,29257
4209,4425,华南农业大学,29,生物工程,1,614,33301
4210,4425,华南农业大学,30,生物科学类,10,613,33909
4211,4425,华南农业大学,31,生物科学(中外合作办学),2,602,44983
4212,4425,华南农业大学,32,生物科学(国家生物学理科基地班),1,624,24675
4213,4425,华南农业大学,33,食品科学与工程,10,618,29531
4214,4425,华南农业大学,34,水产养殖学,2,601,46022
4215,4425,华南农业大学,35,食品质量与安全(中外合作办学),3,594,0
4216,4425,华南农业大学,36,哲学,1,616,31342
4217,4425,华南农业大学,37,英语,1,632,19130
4218,4425,华南农业大学,38,园艺,1,616,31539
4219,4425,华南农业大学,39,种子科学与工程,1,608,39209
4220,4425,华南农业大学,40,植物保护,1,614,33029
4221,4425,华南农业大学,41,信息管理与信息系统,13,598,49145
4222,4425,华南农业大学,42,网络工程,1,617,30409
4223,4425,华南农业大学,43,土木工程,10,602,44884
4224,4425,华南农业大学,44,土地资源管理,1,620,28263
4225,4425,华南农业大学,45,水利水电工程,2,600,46677
4226,4425,华南农业大学,46,植物保护(丁颖创新班),1,626,23380
4227,4425,华南农业大学,47,人工智能,1,615,32332
4228,4426,华南师范大学(一流学科建设高校),1,生物工程,2,634,17479
4229,4426,华南师范大学(一流学科建设高校),2,计算机科学与技术(师范),3,639,14810
4230,4426,华南师范大学(一流学科建设高校),3,环境工程,4,635,16774
4231,4426,华南师范大学(一流学科建设高校),4,经济学,2,648,9670
4232,4426,华南师范大学(一流学科建设高校),5,学前教育(师范),4,643,12543
4233,4426,华南师范大学(一流学科建设高校),6,汉语言文学(师范),3,655,6748
4234,4426,华南师范大学(一流学科建设高校),7,光电信息科学与工程,4,634,17453
4235,4426,华南师范大学(一流学科建设高校),8,地理科学(师范),3,650,8876
4236,4428,暨南大学(一流学科建设高校),1,经济学,2,654,7023
4237,4428,暨南大学(一流学科建设高校),2,翻译,3,649,9296
4238,4428,暨南大学(一流学科建设高校),3,应用物理学,5,637,15708
4239,4428,暨南大学(一流学科建设高校),4,旅游管理,4,645,11425
4240,4428,暨南大学(一流学科建设高校),5,数学与应用数学,2,642,12607
4241,4428,暨南大学(一流学科建设高校),6,行政管理,3,650,8946
4242,4428,暨南大学(一流学科建设高校),7,信息安全,3,641,13298
4243,4428,暨南大学(一流学科建设高校),8,会计学,2,656,6629
4244,4428,暨南大学(一流学科建设高校),9,商务英语,4,649,9492
4245,4428,暨南大学(一流学科建设高校),10,网络与新媒体,3,655,6989
4246,4428,暨南大学(一流学科建设高校),11,国际经济与贸易,2,650,9080
4247,4428,暨南大学(一流学科建设高校),12,包装工程,3,639,14546
4248,4428,暨南大学(一流学科建设高校),13,信息管理与信息系统,3,640,13855
4249,4428,暨南大学(一流学科建设高校),14,物联网工程,3,640,13720
4250,4428,暨南大学(一流学科建设高校),15,金融学,3,653,7488
4251,4428,暨南大学(一流学科建设高校),16,法学,4,652,7982
4252,4428,暨南大学(一流学科建设高校),17,临床医学,3,646,10543
4253,4428,暨南大学(一流学科建设高校),18,药学,3,644,11779
4254,4431,南方医科大学,1,生物技术(制药方向),15,622,26303
4255,4431,南方医科大学,2,护理学,5,612,34807
4256,4431,南方医科大学,3,精神医学,2,647,10157
4257,4431,南方医科大学,4,临床医学(本硕博连读),4,665,3561
4258,4431,南方医科大学,5,临床医学,6,655,6952
4259,4431,南方医科大学,6,临床医学(卓越创新班),1,660,4990
4260,4431,南方医科大学,7,医学检验技术,4,637,15763
4261,4431,南方医科大学,8,医学影像学,3,647,10033
4262,4431,南方医科大学,9,应用统计学(生物统计),6,627,22596
4263,4431,南方医科大学,10,公共事业管理,12,594,0
4264,4431,南方医科大学,11,中药制药,6,626,23270
4265,4431,南方医科大学,12,法医学,2,641,13561
4266,4431,南方医科大学,13,临床药学,3,635,16729
4267,4431,南方医科大学,14,口腔医学,3,654,7176
4268,4431,南方医科大学,15,预防医学,3,646,10778
4269,4431,南方医科大学,16,生物医学工程,15,619,28865
4270,4433,汕头大学,1,临床医学(5+3一体化),3,645,11280
4271,4433,汕头大学,2,广告学,1,636,16549
4272,4433,汕头大学,3,会计学,2,633,18439
4273,4433,汕头大学,4,新闻学,1,640,14107
4274,4433,汕头大学,5,新闻学(国际新闻传播),1,638,15185
4275,4433,汕头大学,6,临床医学,4,637,15778
4276,4433,汕头大学,7,数学与应用数学,4,617,30486
4277,4433,汕头大学,8,机械设计制造及其自动化,2,616,31563
4278,4433,汕头大学,9,应用化学,3,615,32037
4279,4433,汕头大学,10,计算机科学与技术,3,620,28005
4280,4433,汕头大学,11,电子信息工程,3,619,28793
4281,4433,汕头大学,12,法学(涉外法务英语特色班),1,644,11944
4282,4433,汕头大学,13,法学,2,640,14075
4283,4433,汕头大学,14,金融学,2,634,17739
4284,4433,汕头大学,15,工商管理,2,629,20710
4285,4433,汕头大学,16,英语,2,629,21106
4286,4433,汕头大学,17,汉语言文学,3,630,20156
4287,4436,中山大学(一流大学建设高校),1,预防医学,3,658,5840
4288,4436,中山大学(一流大学建设高校),2,土木、水利与海洋工程,3,652,8110
4289,4436,中山大学(一流大学建设高校),3,临床医学,6,663,4137
4290,4436,中山大学(一流大学建设高校),4,药学,3,657,6067
4291,4436,中山大学(一流大学建设高校),5,数学类,4,658,5710
4292,4436,中山大学(一流大学建设高校),6,大气科学类,4,653,7737
4293,4436,中山大学(一流大学建设高校),7,物理学类,4,655,6808
4294,4436,中山大学(一流大学建设高校),8,计算机类,5,660,5158
4295,4436,中山大学(一流大学建设高校),9,环境科学与工程类,2,659,5388
4296,4436,中山大学(一流大学建设高校),10,口腔医学(5+3一体化),2,671,2329
4297,4436,中山大学(一流大学建设高校),11,临床医学,2,683,788
4298,4436,中山大学(一流大学建设高校),12,临床医学,4,668,2956
4299,4436,中山大学(一流大学建设高校),13,电子信息类,3,658,5725
4300,4436,中山大学(一流大学建设高校),14,生物科学类,2,660,5133
4301,4436,中山大学(一流大学建设高校),15,材料类,4,653,7436
4302,4436,中山大学(一流大学建设高校),16,心理学,2,658,5739
4303,4436,中山大学(一流大学建设高校),17,数学类,2,660,5065
4304,4436,中山大学(一流大学建设高校),18,物理学类,2,661,4797
4305,4436,中山大学(一流大学建设高校),19,地理科学类,2,661,4941
4306,4436,中山大学(一流大学建设高校),20,汉语言文学,2,664,4031
4307,4436,中山大学(一流大学建设高校),21,化学类,2,660,5024
4308,4436,中山大学(一流大学建设高校),22,旅游管理类,3,659,5505
4309,4436,中山大学(一流大学建设高校),23,外国语言文学类,2,662,4560
4310,4436,中山大学(一流大学建设高校),24,经济学类,2,668,3012
4311,4436,中山大学(一流大学建设高校),25,经济学类,4,662,4393
4312,4436,中山大学(一流大学建设高校),26,国际政治,2,660,5107
4313,4436,中山大学(一流大学建设高校),27,外国语言文学类,2,662,4436
4314,4436,中山大学(一流大学建设高校),28,法学,2,666,3396
4315,4436,中山大学(一流大学建设高校),29,工商管理类,4,664,3837
4316,4436,中山大学(一流大学建设高校),30,哲学类,2,661,4729
4317,4436,中山大学(一流大学建设高校),31,智能科学与技术,4,658,5801
4318,4436,中山大学(一流大学建设高校),32,电子信息类,5,656,6447
4319,4436,中山大学(一流大学建设高校),33,生物医学工程,4,657,6196
4320,4440,深圳大学,1,软件工程(腾班),2,646,10635
4321,4440,深圳大学,2,环境工程,1,637,15520
4322,4440,深圳大学,3,土木工程,2,638,14934
4323,4440,深圳大学,4,建筑学,3,648,9799
4324,4440,深圳大学,5,核工程与核技术,1,637,15925
4325,4440,深圳大学,6,地理空间信息工程,1,638,15047
4326,4440,深圳大学,7,计算机科学与技术,2,643,12343
4327,4440,深圳大学,8,自动化,2,637,15651
4328,4440,深圳大学,9,光电信息科学与工程,2,638,15311
4329,4440,深圳大学,10,电子信息工程,4,639,14376
4330,4440,深圳大学,11,临床医学,3,647,10167
4331,4440,深圳大学,12,数学与应用数学,2,640,13730
4332,4440,深圳大学,13,工商管理,3,646,10906
4333,4440,深圳大学,14,广告学,2,648,9790
4334,4440,深圳大学,15,电子商务,2,644,11823
4335,4440,深圳大学,16,金融科技,1,648,9689
4336,4440,深圳大学,17,国际经济与贸易,3,647,10447
4337,4440,深圳大学,18,金融学,2,649,9535
4338,4440,深圳大学,19,英语,2,647,10463
4339,4440,深圳大学,20,法学,3,651,8303
4340,4441,广东医科大学,1,预防医学,3,601,46134
4341,4441,广东医科大学,2,麻醉学,4,620,27865
4342,4441,广东医科大学,3,医学检验技术,2,609,37989
4343,4441,广东医科大学,4,医学影像学,4,612,34850
4344,4441,广东医科大学,5,临床医学,5,634,17901
4345,4441,广东医科大学,6,口腔医学,2,643,12341
4346,4445,广东海洋大学,13,法学,1,598,49231
4347,4459,广东以色列理工学院(中外合作办学),2,材料科学与工程(中外合作办学),2,597,49603
4348,4460,哈尔滨工业大学(深圳)(一流大学建设高校),1,数学类,4,662,4353
4349,4460,哈尔滨工业大学(深圳)(一流大学建设高校),2,建筑类,4,657,6095
4350,4460,哈尔滨工业大学(深圳)(一流大学建设高校),3,自动化类,8,662,4384
4351,4460,哈尔滨工业大学(深圳)(一流大学建设高校),4,电气类,4,660,5258
4352,4460,哈尔滨工业大学(深圳)(一流大学建设高校),5,计算机类,8,668,2856
4353,4460,哈尔滨工业大学(深圳)(一流大学建设高校),6,土木类,2,656,6396
4354,4460,哈尔滨工业大学(深圳)(一流大学建设高校),7,电子信息类,8,660,5002
4355,4460,哈尔滨工业大学(深圳)(一流大学建设高校),8,材料类,4,655,6741
4356,4460,哈尔滨工业大学(深圳)(一流大学建设高校),9,机械类,4,659,5588
4357,4460,哈尔滨工业大学(深圳)(一流大学建设高校),10,环境科学与工程类,2,658,5793
4358,4460,哈尔滨工业大学(深圳)(一流大学建设高校),11,经济学类,2,662,4534
4359,4504,广西大学(一流学科建设高校),1,电子科学与技术,5,617,30274
4360,4504,广西大学(一流学科建设高校),2,机械类,10,611,36407
4361,4504,广西大学(一流学科建设高校),3,土木工程,10,608,38847
4362,4504,广西大学(一流学科建设高校),4,公共事业管理,5,623,25416
4363,4504,广西大学(一流学科建设高校),5,计算机类,10,617,30615
4364,4504,广西大学(一流学科建设高校),6,汉语言文学,5,630,20617
4365,4504,广西大学(一流学科建设高校),7,汉语国际教育,5,615,32074
4366,4513,广西师范大学,3,科学教育(师范),4,598,48720
4367,4513,广西师范大学,5,生物科学(师范),2,600,46844
4368,4513,广西师范大学,7,汉语言文学(师范),2,612,34837
4369,4513,广西师范大学,8,历史学(师范),2,604,42965
4370,4513,广西师范大学,9,数学类(师范),2,594,0
4371,4517,广西医科大学,1,临床医学,6,629,21093
4372,4517,广西医科大学,2,临床医学(5+3一体化),2,638,14954
4373,4517,广西医科大学,6,预防医学,4,599,48368
4374,4517,广西医科大学,7,临床药学,2,613,34144
4375,4517,广西医科大学,10,口腔医学,2,635,16897
4376,4517,广西医科大学,11,法医学,2,602,45030
4377,4519,广西中医药大学,2,中医学,6,605,41596
4378,4519,广西中医药大学,3,针灸推拿学,4,594,0
4379,4519,广西中医药大学,4,中医学(5+3一体化),2,625,23825
4380,4519,广西中医药大学,6,中药学,2,594,0
4381,4519,广西中医药大学,9,口腔医学,1,609,37458
4382,4519,广西中医药大学,10,临床医学,4,599,47556
4383,4521,桂林电子科技大学,8,电子信息类,12,594,0
4384,4528,桂林医学院,1,口腔医学,2,598,48914
4385,4528,桂林医学院,3,临床医学,2,594,0
4386,4602,海南大学(一流学科建设高校),1,人文地理与城乡规划(中外合作办学),3,610,37407
4387,4602,海南大学(一流学科建设高校),2,财务管理,8,623,25344
4388,4602,海南大学(一流学科建设高校),3,审计学,8,623,25846
4389,4602,海南大学(一流学科建设高校),4,电子商务,6,613,34412
4390,4602,海南大学(一流学科建设高校),5,电子科学与技术,6,627,22638
4391,4602,海南大学(一流学科建设高校),6,物联网工程,6,616,31395
4392,4602,海南大学(一流学科建设高校),7,网络工程,8,613,33951
4393,4602,海南大学(一流学科建设高校),8,行政管理,3,628,21786
4394,4602,海南大学(一流学科建设高校),9,公共关系学,3,621,27298
4395,4602,海南大学(一流学科建设高校),10,土地资源管理,4,622,26022
4396,4602,海南大学(一流学科建设高校),11,计算机类,8,620,28315
4397,4602,海南大学(一流学科建设高校),12,智能科学与技术,2,624,24965
4398,4602,海南大学(一流学科建设高校),13,材料类,6,618,29510
4399,4602,海南大学(一流学科建设高校),14,电子信息类,7,619,28962
4400,4602,海南大学(一流学科建设高校),15,生物技术,2,621,26962
4401,4602,海南大学(一流学科建设高校),16,药学,3,621,27398
4402,4602,海南大学(一流学科建设高校),17,应用化学,4,620,28494
4403,4602,海南大学(一流学科建设高校),18,应用物理学,2,619,29126
4404,4602,海南大学(一流学科建设高校),19,生物科学,5,617,30414
4405,4602,海南大学(一流学科建设高校),20,自动化,3,623,25712
4406,4602,海南大学(一流学科建设高校),21,机械类,6,617,30452
4407,4602,海南大学(一流学科建设高校),22,生态学,6,610,37026
4408,4602,海南大学(一流学科建设高校),23,环境科学,2,620,27991
4409,4602,海南大学(一流学科建设高校),24,林学,5,604,43009
4410,4602,海南大学(一流学科建设高校),25,动物医学,3,617,31061
4411,4602,海南大学(一流学科建设高校),26,动物科学,3,606,41012
4412,4602,海南大学(一流学科建设高校),27,风景园林,2,627,22695
4413,4602,海南大学(一流学科建设高校),28,海洋科学,2,616,31257
4414,4602,海南大学(一流学科建设高校),29,园林,2,620,27701
4415,4602,海南大学(一流学科建设高校),30,水产养殖学,4,603,43813
4416,4602,海南大学(一流学科建设高校),31,物流管理,1,635,16715
4417,4602,海南大学(一流学科建设高校),32,土木工程,3,616,31500
4418,4602,海南大学(一流学科建设高校),33,海洋工程与技术,2,616,31164
4419,4602,海南大学(一流学科建设高校),34,建筑学,2,619,28727
4420,4602,海南大学(一流学科建设高校),35,化学工程与工艺,2,618,29509
4421,4602,海南大学(一流学科建设高校),36,农学,2,615,32119
4422,4602,海南大学(一流学科建设高校),37,食品科学与工程类,7,614,33143
4423,4602,海南大学(一流学科建设高校),38,园艺,4,611,36418
4424,4602,海南大学(一流学科建设高校),39,农业资源与环境,3,611,36166
4425,4602,海南大学(一流学科建设高校),40,植物保护,7,605,41269
4426,4602,海南大学(一流学科建设高校),41,设施农业科学与工程,2,606,41061
4427,4602,海南大学(一流学科建设高校),42,数据科学与大数据技术,2,624,24636
4428,4602,海南大学(一流学科建设高校),43,软件工程(NIIT),8,617,30725
4429,4602,海南大学(一流学科建设高校),44,数学与应用数学,5,618,29483
4430,4602,海南大学(一流学科建设高校),45,行政管理(中外合作办学),2,605,41342
